DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,AÑOOCU,DEPOCU,MUPOCU,EDADHOM,EDADMUJ,PPERHOM,PPERMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,CIUOHOM,CIUOMUJ
6,606,12,2020,19,11,2020,6,614,19,23,4,4,320,320,2,2,92,97
7,704,2,2020,3,2,2020,7,704,20,20,1,9,320,320,4,4,72,34
9,916,9,2020,21,9,2020,9,916,20,20,1,1,320,320,4,3,74,97
8,801,3,2021,18,11,2020,8,801,20,21,1,1,320,320,3,3,75,52
19,1909,11,2020,9,11,2020,19,1909,20,22,4,4,320,320,2,2,92,97
9,920,6,2021,12,10,2020,9,922,20,23,4,4,320,320,9,4,42,97
20,2011,10,2020,6,3,2020,20,2006,21,20,4,4,320,320,2,2,92,52
14,1413,2,2020,27,1,2020,14,1405,21,21,1,1,320,320,3,3,73,97
8,801,11,2020,21,10,2020,8,801,21,21,4,4,320,320,4,4,97,97
9,901,2,2020,4,2,2020,9,903,21,22,9,9,320,320,3,3,52,97
14,1406,6,2021,4,12,2020,14,1406,21,22,5,1,320,320,4,3,94,97
8,804,11,2020,20,11,2020,9,901,21,24,1,1,320,320,4,4,51,33
16,1610,2,2021,16,3,2020,16,1610,21,24,1,1,320,320,2,1,92,97
5,501,9,2020,5,2,2020,5,501,21,39,9,4,320,320,4,3,97,97
1,101,2,2021,29,12,2020,1,101,21,44,4,4,320,320,4,4,97,97
17,1710,7,2020,3,2,2020,17,1710,22,21,4,4,320,320,2,2,92,97
17,1703,2,2021,25,11,2020,17,1703,22,21,4,4,320,320,4,3,97,97
9,901,2,2020,12,2,2020,8,801,22,22,1,1,320,320,3,3,52,97
16,1609,10,2020,3,9,2020,16,1609,22,22,1,9,320,320,3,3,97,97
12,1218,3,2020,17,2,2020,12,1218,22,23,4,4,320,320,3,3,92,97
21,2101,9,2020,13,2,2020,21,2101,22,23,4,4,320,320,4,4,97,97
11,1101,9,2020,2,9,2020,11,1108,22,23,4,4,320,320,4,4,97,97
4,401,11,2020,14,10,2020,4,401,22,24,9,5,320,320,4,4,97,97
4,401,12,2020,6,10,2020,4,401,22,25,5,4,320,320,4,4,97,97
1,115,7,2020,13,3,2020,1,115,22,26,5,4,320,320,4,3,93,97
4,401,11,2020,27,2,2020,4,401,22,26,1,4,320,320,3,4,97,41
1,101,10,2020,30,9,2020,1,101,22,26,4,1,320,320,4,4,97,97
9,901,1,2021,30,12,2020,12,1229,22,27,4,1,320,320,2,4,92,23
4,401,11,2020,7,10,2020,4,401,22,31,5,1,320,320,4,2,43,97
9,914,3,2021,23,10,2020,9,901,22,37,4,1,320,320,3,4,72,52
1,101,9,2020,3,3,2020,1,102,23,20,4,4,320,320,4,2,31,97
9,901,11,2020,16,11,2020,8,801,23,20,4,1,320,320,3,3,75,97
19,1901,9,2020,5,3,2020,19,1901,23,20,4,9,320,320,4,4,97,97
9,909,12,2020,21,12,2020,9,909,23,21,4,4,320,320,4,4,23,97
14,1401,12,2020,13,8,2020,14,1401,23,21,1,9,320,320,1,1,52,97
9,901,1,2020,21,1,2020,9,901,23,21,1,1,320,320,2,2,71,97
1,111,1,2020,21,1,2020,1,111,23,21,4,9,320,320,3,2,92,97
13,1301,7,2020,13,2,2020,13,1302,23,21,4,9,320,320,4,3,97,97
9,902,2,2021,9,11,2020,9,902,23,21,4,9,320,320,4,4,97,97
8,801,11,2020,16,10,2020,8,801,23,21,1,4,320,320,4,2,97,97
22,2202,2,2021,25,9,2020,22,2202,23,22,4,9,320,320,4,4,23,35
16,1604,1,2021,20,11,2020,16,1604,23,22,4,4,320,320,4,4,35,97
20,2011,10,2020,10,9,2020,22,2203,23,22,4,9,320,320,1,3,92,97
4,414,10,2020,28,1,2020,4,413,23,22,1,4,320,320,2,2,92,97
15,1501,12,2020,20,11,2020,15,1503,23,22,4,1,320,320,3,3,97,97
12,1220,1,2021,25,9,2020,12,1220,23,22,4,4,320,320,3,3,97,97
1,115,11,2020,28,10,2020,1,117,23,22,4,9,320,320,4,4,97,97
1,109,2,2020,24,1,2020,1,109,23,23,1,4,320,320,2,3,73,81
4,401,11,2020,17,8,2020,4,415,23,23,4,4,320,320,2,3,92,97
9,910,12,2020,23,11,2020,9,911,23,23,1,1,320,320,3,3,92,97
3,305,11,2020,7,10,2020,3,305,23,23,1,1,320,320,4,4,97,23
1,101,12,2020,3,12,2020,1,115,23,23,9,4,320,320,3,4,97,97
4,401,12,2020,27,11,2020,4,401,23,23,5,4,320,320,5,4,97,97
5,512,3,2021,10,2,2020,5,512,23,23,4,4,320,320,5,4,97,97
9,901,3,2020,27,1,2020,9,909,23,24,4,4,320,320,4,4,23,23
1,101,10,2020,9,3,2020,9,909,23,24,4,4,320,320,4,4,23,23
9,911,5,2020,6,3,2020,9,911,23,24,1,1,320,320,2,2,71,97
4,406,11,2020,16,10,2020,4,406,23,24,1,1,320,320,2,2,92,97
1,101,4,2021,27,10,2020,1,101,23,25,9,4,320,320,9,5,35,97
22,2216,3,2021,17,12,2020,22,2216,23,25,1,4,320,320,4,3,97,97
9,916,9,2020,12,3,2020,9,901,23,26,4,4,320,320,2,3,52,32
1,108,4,2021,19,3,2020,1,108,23,27,4,4,320,320,4,4,42,42
8,805,11,2020,6,10,2020,8,805,23,27,1,1,320,320,2,4,83,23
22,2201,1,2021,24,9,2020,22,2201,23,30,4,4,320,320,4,4,34,35
2,201,10,2020,11,9,2020,2,201,24,20,4,4,320,320,2,4,52,97
12,1222,3,2021,27,10,2020,12,1222,24,20,4,4,320,320,2,3,92,97
19,1905,1,2021,27,1,2020,19,1905,24,20,4,4,320,320,3,4,97,97
11,1102,10,2020,1,10,2020,11,1102,24,20,1,4,320,320,4,4,97,97
22,2209,1,2021,1,3,2020,22,2203,24,21,4,9,320,320,3,3,92,97
1,101,1,2020,2,1,2020,1,101,24,21,4,5,320,320,4,4,97,23
1,101,1,2021,23,10,2020,1,101,24,21,4,5,320,320,2,3,97,97
1,101,12,2020,1,12,2020,1,101,24,21,4,9,320,320,4,3,97,97
9,901,1,2020,15,1,2020,8,803,24,21,1,1,320,320,4,4,97,97
1,115,12,2020,2,12,2020,1,101,24,21,4,4,320,320,3,2,97,97
4,409,3,2020,14,2,2020,4,409,24,22,1,1,320,320,2,2,51,51
18,1804,9,2020,8,9,2020,18,1801,24,22,4,4,320,320,3,3,52,97
12,1215,5,2021,7,12,2020,12,1215,24,22,4,9,320,320,2,3,83,97
6,601,12,2020,3,12,2020,22,2216,24,22,4,9,320,320,3,3,92,97
15,1504,9,2020,25,2,2020,15,1504,24,22,1,9,320,320,2,3,92,97
6,601,9,2020,4,3,2020,6,601,24,22,4,4,320,320,2,3,97,97
6,606,11,2020,13,10,2020,6,602,24,23,4,4,320,320,4,4,35,97
11,1103,4,2021,24,1,2020,11,1101,24,23,4,4,320,320,4,4,43,23
2,201,7,2020,5,2,2020,2,201,24,23,4,4,320,320,3,2,83,97
2,201,2,2021,18,12,2020,2,202,24,23,4,4,320,320,4,2,92,97
21,2101,12,2020,29,9,2020,21,2101,24,23,4,1,320,320,3,3,92,97
14,1416,2,2020,21,1,2020,14,1410,24,23,1,5,320,320,2,2,92,97
1,114,10,2020,15,10,2020,1,101,24,23,4,4,320,320,5,4,97,97
1,115,2,2021,17,12,2020,3,308,24,23,4,5,320,320,4,3,97,97
1,102,1,2021,14,12,2020,1,101,24,23,4,4,320,320,3,2,97,97
10,1005,1,2021,2,12,2020,10,1005,24,24,4,4,320,320,4,4,23,34
1,114,3,2021,9,1,2020,1,114,24,24,4,4,320,320,4,4,35,97
8,805,1,2021,21,10,2020,8,805,24,24,1,1,320,320,2,2,52,97
9,920,10,2020,16,10,2020,12,1220,24,24,4,4,320,320,2,2,72,97
14,1412,3,2021,16,12,2020,14,1412,24,24,1,1,320,320,1,1,92,97
15,1501,1,2021,11,12,2020,15,1504,24,24,1,1,320,320,2,1,92,97
1,115,10,2020,22,9,2020,1,115,24,24,4,4,320,320,3,3,97,97
8,802,2,2020,2,1,2020,8,802,24,24,1,1,320,320,3,4,97,97
1,101,1,2021,21,12,2020,1,108,24,24,4,4,320,320,4,4,97,97
10,1016,7,2020,18,2,2020,14,1404,24,24,1,1,320,320,9,2,97,97
10,1001,1,2021,22,12,2020,10,1001,24,25,4,4,320,320,4,4,35,23
21,2101,2,2021,5,11,2020,22,2216,24,25,4,4,320,320,3,2,83,97
12,1215,5,2021,22,12,2020,12,1215,24,25,4,5,320,320,3,4,92,97
14,1412,1,2021,11,11,2020,14,1412,24,25,1,1,320,320,1,1,92,97
22,2216,10,2020,4,3,2020,22,2216,24,25,4,4,320,320,4,3,99,97
21,2101,12,2020,21,10,2020,21,2107,24,26,4,4,320,320,4,3,43,97
15,1502,4,2021,5,2,2020,15,1502,24,26,1,1,320,320,2,2,92,97
9,912,1,2021,18,12,2020,9,911,24,26,1,1,320,320,2,2,92,97
4,406,4,2021,11,3,2020,4,406,24,27,1,1,320,320,2,3,52,97
9,920,1,2021,11,11,2020,9,920,24,27,4,4,320,320,3,4,97,97
3,309,12,2020,8,12,2020,1,108,24,27,4,4,320,320,4,4,97,97
12,1222,9,2020,10,9,2020,9,920,24,29,4,4,320,320,4,5,32,33
1,114,10,2020,13,10,2020,1,114,24,29,4,4,320,320,4,4,35,97
1,101,11,2020,15,10,2020,1,101,24,29,4,9,320,320,4,4,97,97
12,1201,9,2020,2,3,2020,12,1201,24,31,4,4,320,320,4,5,31,21
1,101,1,2020,13,1,2020,1,101,24,31,4,4,320,320,4,4,35,35
13,1326,5,2021,6,10,2020,13,1326,24,37,4,4,320,320,4,4,97,97
1,101,9,2020,9,3,2020,22,2205,25,19,4,4,320,320,5,3,97,97
13,1303,4,2021,14,12,2020,13,1301,25,20,4,9,320,320,4,1,97,97
1,117,3,2020,5,2,2020,1,117,25,21,4,4,320,320,4,4,33,97
1,101,6,2021,13,10,2020,1,101,25,21,4,4,320,320,3,4,52,97
10,1001,2,2020,16,1,2020,10,1001,25,21,4,4,320,320,4,4,97,23
1,101,10,2020,12,10,2020,1,107,25,21,4,9,320,320,2,2,97,97
14,1412,2,2021,20,8,2020,14,1412,25,22,4,4,320,320,4,4,23,35
12,1220,1,2021,9,10,2020,9,921,25,22,4,4,320,320,2,3,92,51
1,101,12,2020,28,10,2020,1,101,25,22,4,5,320,320,4,4,97,97
1,115,2,2021,12,10,2020,1,115,25,22,4,9,320,320,3,4,99,97
21,2101,6,2021,21,10,2020,21,2101,25,23,4,9,320,320,4,4,33,35
1,114,2,2020,7,2,2020,1,114,25,23,4,4,320,320,4,3,43,97
17,1712,3,2021,29,12,2020,17,1712,25,23,4,4,320,320,3,3,54,97
12,1218,2,2021,6,2,2020,18,1805,25,23,4,4,320,320,2,4,92,97
3,304,2,2020,3,2,2020,3,304,25,23,1,1,320,320,2,2,92,97
10,1003,10,2020,26,2,2020,10,1003,25,23,4,4,320,320,3,4,97,23
1,101,3,2020,17,2,2020,1,101,25,23,4,4,320,320,2,4,97,51
1,101,11,2020,15,10,2020,1,115,25,23,4,5,320,320,4,3,97,97
1,101,3,2020,4,2,2020,1,101,25,23,4,4,320,320,3,3,97,97
18,1801,10,2020,3,9,2020,18,1801,25,23,4,4,320,320,3,4,97,97
18,1801,2,2020,13,2,2020,18,1801,25,24,4,4,320,320,4,4,33,33
14,1406,1,2021,5,10,2020,14,1406,25,24,1,1,320,320,2,4,52,97
1,101,1,2021,15,10,2020,1,110,25,24,4,4,320,320,4,4,54,97
8,802,1,2021,9,11,2020,8,802,25,24,1,1,320,320,3,2,71,97
12,1201,3,2020,6,2,2020,12,1201,25,24,4,4,320,320,2,3,92,97
14,1413,11,2020,16,10,2020,14,1413,25,24,1,1,320,320,2,1,92,97
15,1506,3,2020,10,1,2020,15,1506,25,24,4,4,320,320,3,2,92,97
9,916,10,2020,18,2,2020,8,804,25,24,1,1,320,320,2,1,93,97
20,2011,7,2020,22,1,2020,20,2011,25,24,9,4,320,320,1,4,97,23
17,1707,11,2020,9,11,2020,17,1707,25,24,4,4,320,320,3,4,97,97
9,923,11,2020,4,11,2020,9,901,25,24,4,4,320,320,4,4,97,97
16,1601,4,2020,17,1,2020,16,1601,25,24,4,4,320,320,5,5,97,97
1,101,3,2020,2,3,2020,4,413,25,24,4,9,320,320,3,9,97,97
1,106,1,2021,21,10,2020,1,101,25,25,1,4,320,320,3,4,32,32
9,916,6,2020,22,1,2020,9,904,25,25,4,4,320,320,4,4,33,43
8,805,1,2021,25,9,2020,8,805,25,25,1,1,320,320,2,2,52,97
5,506,12,2020,15,10,2020,5,506,25,25,4,4,320,320,2,3,83,97
14,1421,1,2021,11,11,2020,14,1421,25,25,4,4,320,320,2,3,92,97
9,911,2,2020,4,2,2020,9,909,25,25,1,1,320,320,2,4,92,97
9,920,5,2021,21,12,2020,11,1101,25,25,4,4,320,320,3,3,92,97
5,506,10,2020,25,2,2020,10,1020,25,25,4,4,320,320,2,2,92,97
22,2205,2,2021,10,8,2020,22,2203,25,25,4,4,320,320,3,3,97,97
6,601,1,2021,1,12,2020,6,601,25,25,4,4,320,320,4,3,97,97
1,101,1,2020,14,1,2020,1,101,25,25,4,4,320,320,3,4,97,97
6,614,10,2020,1,10,2020,6,614,25,25,4,4,320,320,3,4,97,97
20,2008,11,2020,30,1,2020,20,2008,25,25,4,4,320,320,3,4,97,97
6,606,1,2020,20,1,2020,6,612,25,26,4,4,320,320,4,9,23,43
13,1324,11,2020,5,2,2020,13,1324,25,26,4,4,320,320,4,4,23,97
4,401,5,2021,23,12,2020,4,406,25,26,1,1,320,320,4,4,35,35
8,802,12,2020,13,11,2020,8,802,25,26,1,1,320,320,4,3,54,32
20,2001,12,2020,7,2,2020,20,2001,25,26,4,4,320,320,2,3,72,97
1,115,5,2021,8,12,2020,1,115,25,26,4,4,320,320,4,3,97,97
17,1701,9,2020,11,8,2020,17,1703,25,26,4,4,320,320,4,4,97,97
1,101,12,2020,17,11,2020,1,101,25,26,4,4,320,320,4,4,97,97
9,912,12,2020,10,12,2020,9,911,25,26,1,1,320,320,4,2,97,97
22,2202,10,2020,9,3,2020,22,2202,25,27,4,4,320,840,9,4,21,97
9,901,3,2020,11,3,2020,9,901,25,27,1,4,320,320,4,3,23,97
12,1203,4,2021,10,8,2020,12,1203,25,27,4,4,320,320,4,4,31,34
9,901,2,2020,7,2,2020,9,901,25,27,4,4,320,320,4,4,34,35
8,801,6,2021,23,10,2020,8,801,25,27,1,5,320,320,2,4,83,97
14,1415,8,2020,7,1,2020,14,1415,25,27,1,1,320,320,1,3,92,97
1,101,6,2020,25,2,2020,1,101,25,27,4,4,320,320,3,3,97,97
21,2101,12,2020,6,10,2020,21,2101,25,27,4,4,320,320,3,3,97,97
1,101,11,2020,13,10,2020,1,101,25,27,4,4,320,320,3,4,97,97
9,922,6,2021,4,12,2020,9,917,25,27,4,4,320,320,4,4,97,97
3,301,12,2020,18,11,2020,1,101,25,28,4,4,320,320,3,9,97,41
10,1010,3,2020,13,2,2020,10,1010,25,28,4,4,320,320,4,2,97,97
21,2101,12,2020,6,11,2020,21,2101,25,28,4,4,320,320,2,3,97,97
1,101,3,2020,30,1,2020,1,101,25,29,4,4,320,320,4,4,42,43
1,101,12,2020,21,2,2020,1,101,25,29,4,4,320,320,3,4,97,97
1,101,5,2021,11,2,2020,1,101,25,30,4,4,320,320,3,4,97,97
22,2201,2,2021,10,10,2020,1,101,25,30,4,4,320,320,4,4,97,97
11,1101,12,2020,30,11,2020,11,1101,25,31,4,4,320,320,4,4,31,41
11,1101,11,2020,4,11,2020,11,1109,25,34,4,4,320,320,3,5,92,97
15,1505,1,2021,5,3,2020,15,1505,25,999,4,9,320,320,2,2,92,97
18,1804,8,2020,23,1,2020,18,1805,26,20,4,4,320,320,4,3,97,97
13,1301,12,2020,22,10,2020,13,1301,26,21,4,4,320,320,3,3,97,51
9,909,4,2021,3,11,2020,9,901,26,21,1,4,320,320,4,4,97,97
21,2101,2,2021,26,11,2020,21,2102,26,21,4,9,320,320,3,2,97,97
22,2214,11,2020,20,8,2020,22,2214,26,22,4,4,320,320,4,4,92,97
16,1609,10,2020,1,9,2020,16,1609,26,22,1,1,320,320,2,2,92,97
12,1229,5,2021,9,9,2020,12,1229,26,22,1,9,320,320,3,3,92,97
10,1016,7,2020,20,2,2020,22,2217,26,22,4,4,320,320,4,4,97,41
1,101,3,2020,12,2,2020,1,101,26,22,4,4,320,320,3,4,97,97
11,1102,3,2020,30,1,2020,11,1102,26,22,4,4,320,320,3,3,97,97
1,101,4,2020,9,3,2020,6,608,26,23,4,4,320,320,4,3,31,97
11,1101,3,2021,1,12,2020,9,920,26,23,4,4,320,320,4,3,33,97
1,101,11,2020,22,10,2020,1,101,26,23,4,5,320,320,4,4,35,97
2,201,1,2020,14,1,2020,1,103,26,23,4,4,320,320,4,4,43,43
10,1021,12,2020,4,12,2020,9,904,26,23,1,1,320,320,2,3,92,97
4,415,1,2021,1,12,2020,4,415,26,23,1,1,320,320,3,3,92,97
11,1104,3,2020,26,2,2020,22,2205,26,23,4,4,320,320,4,4,97,23
17,1707,3,2020,14,2,2020,17,1703,26,23,4,4,320,320,3,4,97,33
1,101,12,2020,28,10,2020,1,110,26,23,4,4,320,320,3,3,97,97
1,101,3,2020,13,2,2020,1,101,26,23,4,4,320,320,4,4,97,97
5,501,2,2021,18,12,2020,5,501,26,23,4,4,320,320,3,4,97,97
2,201,9,2020,10,3,2020,2,207,26,23,4,4,320,320,4,3,97,97
1,117,11,2020,12,10,2020,1,101,26,24,4,4,320,320,4,4,23,97
17,1706,10,2020,27,8,2020,17,1706,26,24,4,4,320,320,9,4,31,23
4,415,6,2020,10,2,2020,1,106,26,24,4,4,320,320,4,4,35,97
9,901,2,2020,20,1,2020,9,901,26,24,4,4,320,320,4,4,35,97
13,1301,11,2020,14,8,2020,13,1301,26,24,4,4,320,320,3,2,52,97
9,912,12,2020,25,11,2020,9,911,26,24,1,1,320,320,3,4,92,32
1,101,10,2020,12,10,2020,1,101,26,24,1,4,320,320,2,9,97,34
1,103,11,2020,6,10,2020,1,105,26,24,4,4,320,320,4,2,97,97
21,2101,12,2020,23,10,2020,21,2106,26,24,4,4,320,320,3,3,97,97
18,1801,1,2021,7,9,2020,18,1801,26,24,4,4,320,320,9,9,97,97
19,1901,10,2020,7,10,2020,19,1901,26,24,4,4,320,320,4,4,97,97
1,115,3,2020,25,2,2020,1,115,26,24,4,4,320,320,2,3,97,97
1,101,1,2021,9,12,2020,1,101,26,24,4,4,320,320,4,3,97,97
14,1415,8,2020,28,2,2020,14,1415,26,25,1,4,320,320,4,4,23,23
9,901,10,2020,6,3,2020,9,904,26,25,1,9,320,320,4,4,23,41
8,803,11,2020,6,3,2020,8,803,26,25,1,1,320,320,3,4,52,52
1,114,1,2021,7,12,2020,1,101,26,25,4,4,320,320,4,4,52,97
11,1103,2,2020,19,2,2020,11,1101,26,25,4,4,320,320,3,4,72,41
4,401,12,2020,10,1,2020,4,403,26,25,1,1,320,320,2,3,92,97
9,920,2,2020,12,2,2020,9,920,26,25,4,4,320,320,4,4,97,42
9,901,2,2020,24,1,2020,9,901,26,25,4,4,320,320,4,4,97,97
1,115,10,2020,4,3,2020,1,114,26,25,4,4,320,320,4,4,97,97
5,506,5,2021,4,2,2020,5,506,26,25,4,4,320,320,3,4,97,97
1,101,3,2021,30,9,2020,1,109,26,26,4,1,320,320,3,4,52,52
22,2212,3,2020,4,3,2020,22,2212,26,26,4,4,320,320,4,3,52,97
1,101,9,2020,7,2,2020,15,1503,26,26,1,1,320,320,2,3,92,97
6,603,10,2020,2,10,2020,14,1412,26,26,1,1,320,320,1,2,92,97
12,1202,2,2020,8,1,2020,12,1201,26,26,4,4,320,320,4,4,97,97
9,901,1,2020,20,1,2020,10,1014,26,26,4,4,320,320,3,2,97,97
1,101,2,2020,7,2,2020,1,101,26,27,4,4,320,320,4,4,31,97
8,803,3,2020,21,2,2020,8,803,26,27,1,1,320,320,2,4,52,97
12,1217,2,2021,23,9,2020,12,1217,26,27,4,4,320,320,2,2,52,97
13,1317,11,2020,27,10,2020,13,1308,26,27,1,1,320,320,2,2,83,97
10,1009,10,2020,24,2,2020,10,1010,26,27,1,1,320,320,3,2,92,81
9,916,1,2020,27,1,2020,9,914,26,27,1,1,320,320,2,2,92,97
21,2101,9,2020,18,2,2020,21,2101,26,27,9,4,840,320,1,9,97,23
5,509,11,2020,11,3,2020,5,509,26,27,4,4,320,320,3,3,97,97
6,606,12,2020,13,12,2020,6,605,26,27,4,4,320,320,3,3,97,97
4,401,3,2021,18,12,2020,4,416,26,27,4,4,320,320,3,3,97,97
5,510,3,2020,3,3,2020,5,510,26,27,4,4,320,320,4,4,97,97
13,1301,2,2021,17,12,2020,13,1301,26,27,4,4,320,320,4,4,97,97
17,1701,12,2020,29,10,2020,17,1701,26,28,4,4,320,320,4,4,23,97
14,1412,9,2020,14,7,2020,14,1412,26,28,1,1,320,320,2,2,92,97
9,901,1,2021,9,10,2020,9,914,26,28,1,9,320,320,4,1,97,75
22,2211,3,2021,3,9,2020,22,2211,26,29,4,4,320,320,3,4,92,23
19,1902,3,2021,26,11,2020,20,2001,26,29,4,4,320,320,4,3,97,97
2,201,8,2020,27,2,2020,2,201,26,31,4,4,320,320,3,3,71,97
6,606,11,2020,8,10,2020,6,608,26,31,4,4,320,320,3,2,92,97
21,2101,12,2020,19,11,2020,21,2101,26,32,9,4,320,840,3,3,97,97
12,1222,8,2020,8,7,2020,12,1222,26,33,4,9,320,320,5,9,52,26
1,115,11,2020,30,10,2020,1,101,26,33,4,4,320,320,4,4,83,23
19,1905,11,2020,14,10,2020,5,506,26,33,4,4,320,320,3,3,97,97
9,901,12,2020,16,12,2020,13,1301,26,33,4,4,320,320,5,5,97,97
9,920,12,2020,9,3,2020,9,920,26,38,4,4,320,320,4,4,97,23
6,601,12,2020,11,11,2020,6,601,26,39,4,4,320,320,3,4,97,43
6,606,10,2020,20,2,2020,6,602,26,40,4,4,320,320,2,1,52,97
11,1101,2,2021,13,3,2020,11,1101,26,46,4,4,320,320,3,4,97,97
15,1501,2,2021,22,12,2020,15,1501,26,54,1,4,320,320,4,2,35,97
1,101,12,2020,30,11,2020,1,101,27,21,4,4,320,320,3,4,52,52
1,101,10,2020,6,10,2020,4,402,27,21,1,1,320,320,2,4,92,97
19,1901,1,2021,24,11,2020,19,1901,27,21,4,4,320,320,4,3,92,97
6,608,2,2020,13,1,2020,6,608,27,22,4,9,320,320,4,1,35,97
1,115,8,2020,9,3,2020,1,101,27,22,4,5,320,320,9,4,43,23
5,506,9,2020,14,2,2020,5,506,27,22,4,4,320,320,2,3,92,97
20,2008,5,2021,10,2,2020,20,2008,27,22,4,4,320,320,4,2,97,92
5,509,2,2021,19,2,2020,5,509,27,23,4,4,320,320,3,3,32,97
12,1219,4,2021,21,12,2020,12,1215,27,23,4,4,320,320,1,2,52,52
18,1802,2,2021,8,12,2020,18,1804,27,23,9,4,840,320,1,4,71,97
4,402,3,2020,5,2,2020,4,402,27,23,1,1,320,320,4,4,92,41
13,1317,10,2020,4,9,2020,13,1308,27,23,1,1,320,320,2,2,92,97
16,1613,2,2021,22,1,2020,16,1613,27,23,1,1,320,320,1,2,92,97
12,1215,8,2020,14,2,2020,12,1215,27,23,4,4,320,320,4,4,92,97
9,922,4,2021,14,12,2020,9,920,27,23,4,4,320,320,3,4,97,97
15,1503,3,2021,16,3,2020,15,1504,27,24,1,1,320,320,9,9,23,26
14,1416,3,2020,28,1,2020,14,1415,27,24,1,1,320,320,4,3,31,97
11,1101,3,2020,28,1,2020,11,1101,27,24,4,4,320,320,9,2,32,97
17,1706,3,2021,19,11,2020,17,1706,27,24,4,4,320,320,4,4,33,97
16,1613,2,2021,30,9,2020,16,1613,27,24,4,1,320,320,4,4,33,97
9,919,12,2020,22,10,2020,10,1002,27,24,4,4,320,320,4,4,33,97
9,916,10,2020,19,10,2020,9,914,27,24,1,1,320,320,4,4,34,97
1,115,4,2021,19,10,2020,1,114,27,24,4,4,320,320,4,4,35,35
22,2212,4,2021,4,11,2020,22,2212,27,24,4,4,320,320,2,3,92,97
14,1412,3,2021,24,11,2020,14,1412,27,24,1,1,320,320,2,1,92,97
5,506,1,2020,6,1,2020,5,513,27,24,4,4,320,320,9,9,92,97
7,701,2,2021,8,12,2020,7,701,27,24,4,1,320,320,4,4,97,33
6,606,12,2020,24,11,2020,6,614,27,24,4,4,320,320,4,4,97,43
3,303,10,2020,16,3,2020,3,303,27,24,4,1,320,320,4,2,97,97
15,1504,12,2020,1,10,2020,14,1421,27,24,4,4,320,320,3,3,97,97
9,920,5,2021,25,11,2020,9,920,27,24,4,4,320,320,3,4,97,97
16,1613,1,2020,23,1,2020,16,1609,27,24,4,4,320,320,4,4,97,97
8,801,10,2020,14,2,2020,8,801,27,24,1,9,320,320,4,1,97,97
12,1221,4,2021,15,12,2020,12,1221,27,24,4,4,320,320,3,2,97,97
1,101,3,2021,27,10,2020,1,110,27,24,1,9,320,320,3,1,97,97
13,1312,9,2020,28,2,2020,13,1311,27,25,4,4,320,320,4,4,31,23
14,1401,5,2021,4,3,2020,14,1402,27,25,1,1,320,320,4,3,31,97
1,101,11,2020,21,10,2020,1,101,27,25,4,4,320,320,4,4,34,35
17,1712,12,2020,19,10,2020,17,1712,27,25,4,4,320,320,4,4,35,97
19,1903,3,2021,3,12,2020,19,1901,27,25,4,4,320,320,3,4,52,97
10,1020,1,2021,6,11,2020,10,1020,27,25,4,4,320,320,3,2,92,97
20,2010,3,2021,11,12,2020,20,2009,27,25,4,4,320,320,2,2,92,97
10,1002,9,2020,3,9,2020,10,1002,27,25,4,4,320,320,4,3,97,97
1,101,3,2020,19,2,2020,1,101,27,25,4,4,320,320,4,4,97,97
1,101,3,2020,6,2,2020,1,101,27,25,4,4,320,320,4,4,97,97
1,101,12,2020,7,12,2020,3,308,27,25,4,4,320,320,4,4,97,97
12,1202,12,2020,29,10,2020,12,1202,27,25,4,4,320,320,4,4,97,97
13,1301,1,2021,14,8,2020,13,1301,27,25,4,4,320,320,4,4,97,97
1,101,4,2021,8,9,2020,1,101,27,25,4,4,320,320,4,4,97,97
13,1301,11,2020,13,3,2020,1,101,27,25,4,4,320,320,2,3,97,97
9,917,12,2020,2,12,2020,9,922,27,25,4,4,320,320,3,3,97,97
11,1102,12,2020,24,11,2020,12,1202,27,25,4,4,320,320,4,4,97,97
1,101,11,2020,25,10,2020,1,101,27,25,4,4,320,320,4,3,99,97
1,101,4,2021,3,12,2020,1,101,27,26,4,4,320,320,4,4,34,34
1,101,3,2020,27,1,2020,4,404,27,26,4,4,320,320,4,4,35,33
9,901,7,2020,5,2,2020,9,901,27,26,1,1,320,320,3,3,52,52
9,901,12,2020,27,11,2020,9,901,27,26,4,4,320,320,4,4,54,97
12,1201,1,2021,27,10,2020,12,1201,27,26,4,4,320,320,3,2,92,97
20,2011,2,2021,4,8,2020,20,2011,27,26,4,4,320,320,2,2,92,97
13,1312,2,2021,22,10,2020,13,1312,27,26,4,4,320,320,3,4,97,23
14,1420,10,2020,19,10,2020,14,1420,27,26,4,4,320,320,4,4,97,23
1,101,10,2020,12,10,2020,1,115,27,26,4,4,320,320,2,3,97,97
17,1705,11,2020,12,10,2020,17,1705,27,26,4,4,320,320,3,3,97,97
18,1801,3,2021,14,10,2020,5,509,27,26,4,4,320,320,4,3,97,97
10,1009,2,2021,21,10,2020,10,1009,27,26,1,4,320,320,3,4,97,97
7,701,1,2021,4,12,2020,7,705,27,26,1,1,320,320,2,3,97,97
1,101,2,2020,4,2,2020,1,115,27,26,4,9,320,320,3,9,97,99
12,1220,12,2020,30,10,2020,9,920,27,27,4,4,320,840,4,4,31,97
