DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,DEPOCU,MUPOCU,EDADHOM,EDADMUJ,PUEHOM,PUEMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,CIUOHOM,CIUOMUJ
1,0117,2,2014,18,12,1,0117,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0117,5,2014,4,3,1,0117,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0107,5,2014,17,7,1,0107,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0110,2,2014,18,7,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0110,12,2013,9,10,1,0110,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0110,12,2013,17,10,1,0110,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0110,12,2013,25,10,1,0110,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0108,4,2014,10,9,1,0108,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0114,1,2014,17,12,1,0114,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0114,1,2014,26,11,1,0114,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0114,2,2014,20,12,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0114,12,2013,4,3,1,0114,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0114,12,2013,28,10,1,0114,999,999,9,9,320,320,9,1,IGNORADO,IGNORADO
1,0115,3,2014,13,12,1,0114,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0115,12,2013,5,11,1,0103,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0115,12,2013,25,9,1,0101,999,999,9,9,320,320,9,1,IGNORADO,IGNORADO
2,0201,1,2014,2,12,2,0201,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
2,0203,2,2014,8,10,2,0203,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
2,0202,2,2014,15,4,2,0202,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
3,0309,1,2014,25,9,3,0309,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
3,0313,2,2014,30,10,3,0313,999,999,9,9,320,320,9,1,IGNORADO,IGNORADO
3,0301,1,2014,26,8,3,0301,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
3,0301,3,2014,26,12,3,0301,999,999,9,9,320,320,9,1,IGNORADO,IGNORADO
3,0301,4,2014,4,2,3,0301,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
3,0301,4,2014,24,3,3,0312,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
3,0301,12,2013,3,9,3,0301,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
3,0301,12,2013,5,9,3,0301,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
3,0301,12,2013,17,9,3,0301,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
3,0301,12,2013,30,8,3,0301,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
3,0302,1,2014,8,7,3,0303,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
3,0312,1,2014,16,8,3,0312,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
3,0312,5,2014,29,10,3,0312,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
3,0312,6,2014,16,12,3,0312,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
3,0312,12,2013,6,9,3,0312,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
3,0314,3,2014,15,10,3,0314,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
3,0316,1,2014,15,11,10,1006,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
4,0415,3,2014,18,12,4,0415,999,999,9,9,320,320,1,9,IGNORADO,IGNORADO
4,0401,2,2014,9,12,4,0401,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
4,0401,6,2014,4,9,4,0401,999,999,9,9,320,320,1,9,IGNORADO,IGNORADO
4,0403,12,2013,24,9,4,0403,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
5,0506,12,2013,10,10,5,0506,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
5,0506,12,2013,10,10,5,0506,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
5,0506,12,2013,14,10,5,0506,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
5,0501,2,2014,22,10,5,0501,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
5,0501,4,2014,5,8,5,0511,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
5,0501,6,2014,5,11,5,0501,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
5,0501,6,2014,12,11,3,0314,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
5,0502,2,2014,29,11,5,0502,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
5,0502,5,2014,31,10,5,0502,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
5,0502,12,2013,5,11,5,0502,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
5,0502,12,2013,23,4,5,0502,999,999,9,9,320,320,1,9,IGNORADO,IGNORADO
5,0502,12,2013,26,7,5,0506,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
5,0503,12,2013,2,5,5,0507,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
5,0503,12,2013,12,3,5,0503,999,999,9,9,320,320,1,1,IGNORADO,IGNORADO
5,0513,1,2014,30,7,5,0513,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
6,0608,12,2013,19,11,6,0608,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
6,0608,12,2013,29,8,6,0608,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
6,0601,1,2014,2,12,6,0601,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
6,0601,2,2014,27,12,6,0601,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
6,0604,12,2013,24,10,6,0604,999,999,9,9,320,320,1,9,IGNORADO,IGNORADO
6,0614,2,2014,5,11,6,0603,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
6,0609,5,2014,18,6,6,0609,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
6,0609,6,2014,28,10,6,0609,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
6,0611,3,2014,22,10,6,0611,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
6,0611,12,2013,19,11,6,0611,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
6,0611,12,2013,30,7,6,0609,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
7,0719,1,2014,21,11,7,0719,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
7,0719,6,2014,5,12,7,0719,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
8,0802,1,2014,28,11,8,0802,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
8,0802,2,2014,16,12,8,0802,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
8,0802,2,2014,29,11,8,0802,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
9,0917,2,2014,15,12,9,0917,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
9,0917,2,2014,25,9,9,0917,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
9,0917,4,2014,10,10,9,0917,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
9,0919,12,2013,20,9,10,1001,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
9,0920,3,2014,22,10,9,0920,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
9,0921,3,2014,22,10,9,0920,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
10,1006,12,2013,19,11,10,1001,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
10,1013,12,2013,22,8,10,1013,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
10,1001,1,2014,28,11,10,1001,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
10,1001,2,2014,2,12,10,1014,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
10,1001,3,2014,2,9,10,1001,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
10,1001,3,2014,18,12,10,1001,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
10,1001,3,2014,20,8,10,1001,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
10,1001,4,2014,18,7,10,1001,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
10,1001,6,2014,11,9,10,1001,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
10,1001,12,2013,2,12,10,1001,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
10,1001,12,2013,28,6,10,1001,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
10,1001,12,2013,28,10,10,1001,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
10,1020,2,2014,25,9,5,0513,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
11,1101,1,2014,19,8,11,1101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
11,1101,2,2014,4,9,11,1104,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
11,1101,2,2014,18,10,1,0108,999,999,9,9,320,320,1,1,IGNORADO,IGNORADO
11,1101,4,2014,17,12,11,1101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
11,1101,5,2014,9,10,11,1101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
11,1101,5,2014,23,9,11,1101,999,999,9,9,320,320,1,9,IGNORADO,IGNORADO
11,1103,12,2013,3,7,11,1103,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
11,1108,2,2014,11,2,11,1108,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
11,1109,2,2014,4,12,11,1109,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
12,1214,12,2013,10,12,4,0401,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
12,1217,3,2014,7,10,12,1217,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
12,1217,4,2014,10,10,12,1217,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
12,1207,6,2014,8,11,12,1207,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
12,1222,2,2014,12,9,12,1222,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
12,1222,12,2013,16,8,9,0920,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
13,1302,2,2014,14,10,13,1301,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
13,1302,4,2014,6,8,14,1401,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
13,1305,3,2014,24,6,13,1301,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
13,1305,12,2013,26,9,13,1305,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
13,1307,2,2014,6,11,13,1307,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
13,1307,3,2014,10,10,13,1307,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
13,1312,12,2013,24,1,13,1301,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
13,1301,1,2014,13,2,13,1301,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
13,1301,1,2014,22,10,13,1320,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
13,1301,2,2014,24,4,13,1301,999,999,9,9,320,320,1,1,IGNORADO,IGNORADO
13,1301,12,2013,24,10,13,1301,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
13,1308,12,2013,12,4,13,1308,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
13,1308,12,2013,12,9,13,1308,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
13,1317,3,2014,19,11,13,1317,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
13,1326,3,2014,9,8,13,1326,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
13,1326,12,2013,1,3,13,1326,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
13,1327,1,2014,18,9,13,1327,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
14,1401,1,2014,7,11,14,1401,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
14,1401,2,2014,5,11,14,1401,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
14,1401,3,2014,16,12,14,1401,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
14,1401,12,2013,22,10,14,1401,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
14,1401,12,2013,27,9,14,1401,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
14,1412,1,2014,5,11,14,1412,999,999,9,1,320,320,9,1,IGNORADO,IGNORADO
14,1418,3,2014,19,12,14,1418,999,999,9,1,320,320,1,1,IGNORADO,IGNORADO
14,1402,1,2014,23,10,14,1402,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
14,1402,2,2014,2,12,14,1402,999,999,9,9,320,320,1,9,IGNORADO,IGNORADO
14,1406,2,2014,30,9,14,1406,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
14,1406,5,2014,5,9,14,1406,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
14,1420,2,2014,26,12,14,1420,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
15,1502,2,2014,3,10,15,1502,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
15,1502,3,2014,7,8,15,1502,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
15,1507,12,2013,2,12,15,1507,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
15,1508,3,2014,21,5,15,1508,999,999,9,9,320,320,1,9,IGNORADO,IGNORADO
15,1508,4,2014,11,11,15,1508,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
15,1501,12,2013,27,11,15,1501,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
15,1504,12,2013,13,7,15,1504,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
15,1504,12,2013,28,7,15,1504,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
16,1604,5,2014,4,12,16,1607,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
16,1610,1,2014,23,10,16,1610,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
16,1601,6,2014,10,12,16,1607,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
16,1601,12,2013,7,11,18,1804,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
16,1616,2,2014,25,10,18,1803,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
16,1607,6,2014,10,10,16,1607,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
17,1705,1,2014,22,10,17,1705,999,999,9,9,320,320,9,1,IGNORADO,IGNORADO
17,1708,12,2013,9,8,17,1712,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
17,1708,12,2013,20,2,17,1705,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
17,1712,1,2014,21,5,17,1709,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
17,1712,2,2014,4,12,17,1712,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
17,1712,6,2014,3,7,17,1712,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
17,1701,3,2014,11,12,17,1711,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
18,1804,1,2014,26,7,18,1804,999,999,9,9,320,320,1,9,IGNORADO,IGNORADO
18,1804,1,2014,30,4,18,1803,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
18,1804,2,2014,8,10,18,1804,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
18,1804,3,2014,24,10,18,1804,999,999,9,9,320,320,1,1,IGNORADO,IGNORADO
18,1804,12,2013,25,11,18,1804,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
18,1803,12,2013,12,12,18,1803,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
18,1801,1,2014,17,10,11,1101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
19,1905,12,2013,23,9,19,1905,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
19,1906,2,2014,9,10,19,1906,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
19,1901,2,2014,18,11,19,1901,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
19,1901,2,2014,27,12,19,1901,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
19,1901,12,2013,11,11,19,1901,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
19,1901,12,2013,16,10,5,0502,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
19,1901,12,2013,28,10,19,1901,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
20,2007,1,2014,22,8,20,2007,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
20,2007,2,2014,4,11,20,2007,999,999,9,9,320,320,9,1,IGNORADO,IGNORADO
20,2007,2,2014,18,10,20,2007,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
20,2007,5,2014,26,12,20,2007,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
20,2007,12,2013,4,10,20,2007,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
20,2007,12,2013,16,8,20,2007,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
20,2009,2,2014,4,11,20,2009,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
20,2009,3,2014,25,10,20,2009,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
20,2006,1,2014,8,10,20,2006,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
22,2201,1,2014,16,12,22,2201,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
22,2201,3,2014,22,4,22,2201,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
22,2201,4,2014,22,2,22,2201,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
22,2202,1,2014,22,11,22,2202,999,999,9,9,320,320,9,1,IGNORADO,IGNORADO
22,2202,2,2014,12,11,22,2201,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
22,2202,3,2014,11,3,22,2202,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
22,2205,1,2014,12,11,22,2205,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
22,2203,1,2014,20,12,22,2203,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
22,2207,1,2014,27,12,22,2207,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
14,1402,3,2014,30,10,14,1402,999,999,9,9,320,320,9,1,IGNORADO,IGNORADO
1,0101,12,2013,16,1,1,0101,999,999,9,9,320,320,1,1,IGNORADO,IGNORADO
1,0101,3,2014,15,7,1,0111,61,62,9,9,320,320,1,1,IGNORADO,IGNORADO
12,1218,12,2013,17,9,12,1218,999,42,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0107,1,2014,19,8,1,0107,31,35,9,9,320,320,1,1,IGNORADO,IGNORADO
12,1218,12,2013,20,11,12,1218,999,26,9,4,320,320,9,2,IGNORADO,IGNORADO
1,0101,11,2013,5,9,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
13,1301,8,2013,21,6,13,1301,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,5,2013,4,4,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,5,2013,4,4,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,7,2013,11,4,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,7,2013,11,4,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,9,2013,6,6,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,9,2013,6,6,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,7,2013,16,5,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,7,2013,16,5,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0114,10,2013,13,9,1,0114,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0114,10,2013,13,9,1,0114,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,3,2013,8,1,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,3,2013,15,1,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,3,2013,30,1,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,4,2013,5,2,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,4,2013,15,2,1,0101,999,999,9,9,320,320,1,1,IGNORADO,IGNORADO
1,0101,4,2013,15,3,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,4,2013,16,4,1,0101,999,999,9,9,320,320,9,1,IGNORADO,IGNORADO
1,0101,4,2013,20,2,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,4,2013,25,3,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,4,2013,27,2,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,5,2013,4,3,1,0108,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,5,2013,6,2,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,5,2013,11,3,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,5,2013,13,3,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,5,2013,15,3,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,5,2013,21,3,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,5,2013,21,3,1,0101,999,999,9,9,320,320,1,1,IGNORADO,IGNORADO
1,0101,5,2013,24,1,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,5,2013,30,4,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,6,2013,1,4,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,6,2013,3,6,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,6,2013,8,5,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,6,2013,9,4,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,6,2013,11,4,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,6,2013,14,3,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,6,2013,14,5,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,6,2013,18,4,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,6,2013,19,4,15,1501,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,6,2013,21,3,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,6,2013,25,3,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,7,2013,3,6,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,7,2013,5,7,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,7,2013,7,6,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,7,2013,13,5,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,7,2013,13,6,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,7,2013,15,3,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,7,2013,15,4,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,7,2013,27,5,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,7,2013,29,5,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,8,2013,2,5,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,8,2013,2,7,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,8,2013,3,7,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,8,2013,5,6,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,8,2013,5,6,1,0115,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,8,2013,8,5,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,8,2013,9,5,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,8,2013,9,8,1,0101,999,999,9,9,320,320,9,1,IGNORADO,IGNORADO
1,0101,8,2013,12,3,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,8,2013,12,6,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,8,2013,13,6,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,8,2013,16,5,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,8,2013,17,6,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,8,2013,19,6,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,8,2013,19,7,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,8,2013,21,5,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,8,2013,23,5,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,8,2013,25,6,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,8,2013,26,2,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,8,2013,27,6,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,8,2013,27,6,1,0101,999,999,9,9,320,320,1,1,IGNORADO,IGNORADO
1,0101,9,2013,13,5,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,9,2013,13,8,1,0101,999,999,9,9,320,320,1,1,IGNORADO,IGNORADO
1,0101,9,2013,17,7,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,9,2013,18,7,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,9,2013,21,6,1,0101,999,999,9,9,320,320,1,1,IGNORADO,IGNORADO
1,0101,9,2013,24,7,1,0115,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,9,2013,28,5,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,9,2013,29,5,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,9,2013,29,7,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,10,2013,1,8,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,10,2013,5,9,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,10,2013,10,9,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,10,2013,11,6,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,10,2013,12,9,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,10,2013,13,2,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,10,2013,14,8,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,10,2013,16,8,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
1,0101,10,2013,19,8,1,0101,999,999,9,9,320,320,9,9,IGNORADO,IGNORADO
